age,jobtype,maritalstatus,educationlevel,indefault,hasmortgage,haspersonalloan,numcampaigncalls,priorcampaignoutcome,conversion
36,blue-collar,single,basic,no,no,no,1,nonexistent,yes
32,blue-collar,married,primary,no,no,yes,1,nonexistent,no
57,admin.,divorced,primary,no,no,no,1,success,yes
36,technician,single,secondary,no,no,no,1,nonexistent,no
33,management,single,college,no,yes,no,3,nonexistent,no
30,admin.,divorced,primary,no,no,no,2,nonexistent,no
47,admin.,married,college,no,no,no,3,nonexistent,no
24,student,single,primary,no,no,no,1,nonexistent,no
30,management,married,college,no,yes,yes,4,nonexistent,no
48,blue-collar,married,primary,no,yes,no,2,nonexistent,no
29,self-employed,married,college,no,no,no,1,nonexistent,no
47,technician,married,basic,no,no,no,1,nonexistent,no
33,technician,single,secondary,no,yes,no,4,nonexistent,no
43,management,married,primary,no,yes,yes,3,nonexistent,no
37,admin.,single,college,no,yes,no,1,nonexistent,yes
34,technician,single,primary,no,no,no,1,nonexistent,no
31,technician,married,secondary,no,yes,no,2,nonexistent,no
29,blue-collar,married,primary,no,yes,no,3,nonexistent,no
51,services,married,primary,unknown,yes,no,1,nonexistent,no
51,technician,married,basic,no,yes,no,2,nonexistent,no
41,technician,married,secondary,no,no,no,1,nonexistent,no
32,housemaid,single,primary,no,no,no,2,nonexistent,no
28,services,single,college,no,no,no,2,nonexistent,no
30,admin.,single,college,no,yes,no,8,nonexistent,yes
49,admin.,single,basic,no,yes,yes,2,nonexistent,no
55,admin.,married,primary,no,no,no,1,nonexistent,no
40,technician,married,basic,unknown,no,no,3,nonexistent,no
34,admin.,single,primary,no,yes,yes,1,nonexistent,no
55,technician,married,basic,no,yes,no,2,nonexistent,no
50,admin.,married,college,no,yes,no,1,success,yes
30,technician,married,primary,no,no,no,1,nonexistent,no
32,services,married,primary,no,yes,no,12,nonexistent,no
37,housemaid,married,college,no,yes,no,2,nonexistent,no
58,blue-collar,married,basic,unknown,yes,no,4,nonexistent,no
32,technician,single,secondary,no,yes,no,1,nonexistent,no
42,blue-collar,married,secondary,no,yes,no,2,nonexistent,no
30,admin.,married,college,no,no,no,1,nonexistent,no
43,management,married,college,no,no,no,1,nonexistent,no
26,admin.,single,college,no,no,no,2,failure,no
30,technician,single,college,no,yes,no,2,nonexistent,yes
32,technician,married,college,no,no,yes,1,nonexistent,no
49,technician,married,college,no,no,no,3,nonexistent,no
33,blue-collar,married,basic,no,yes,no,1,failure,no
58,self-employed,married,college,no,no,no,1,nonexistent,no
53,admin.,single,basic,no,yes,no,1,nonexistent,no
59,housemaid,married,basic,unknown,no,yes,1,nonexistent,no
40,admin.,married,college,unknown,no,yes,1,nonexistent,no
51,technician,divorced,primary,no,yes,no,1,nonexistent,no
62,retired,single,college,no,yes,yes,1,nonexistent,no
36,admin.,single,primary,no,yes,no,1,success,yes
56,unemployed,married,basic,no,yes,yes,2,nonexistent,no
39,admin.,married,primary,no,yes,no,1,nonexistent,no
41,admin.,divorced,primary,no,no,no,3,nonexistent,no
40,admin.,divorced,secondary,no,yes,yes,4,nonexistent,no
58,retired,married,basic,unknown,yes,no,1,nonexistent,no
28,blue-collar,married,basic,no,no,yes,1,nonexistent,no
56,management,divorced,college,no,no,no,3,nonexistent,no
56,unemployed,divorced,primary,unknown,yes,no,1,failure,no
40,technician,married,primary,no,yes,no,1,nonexistent,no
49,management,married,college,no,no,no,4,nonexistent,no
29,student,single,secondary,no,no,no,2,nonexistent,no
31,admin.,single,college,no,no,yes,1,nonexistent,no
34,admin.,divorced,college,no,yes,no,4,nonexistent,no
30,admin.,single,college,no,yes,no,12,nonexistent,no
57,retired,married,secondary,no,yes,no,6,nonexistent,no
29,admin.,married,college,no,yes,no,2,nonexistent,no
48,blue-collar,married,basic,no,yes,no,1,success,yes
30,blue-collar,married,basic,no,yes,yes,1,nonexistent,no
31,admin.,single,primary,no,no,no,2,nonexistent,no
28,services,single,unknown,no,yes,no,9,failure,no
53,services,married,unknown,no,yes,no,3,nonexistent,yes
31,unemployed,married,college,no,no,no,3,nonexistent,no
32,services,single,basic,no,unknown,unknown,3,nonexistent,no
43,unemployed,married,basic,no,yes,no,2,nonexistent,no
41,blue-collar,married,unknown,unknown,no,no,1,failure,no
27,admin.,single,primary,unknown,no,no,2,nonexistent,yes
34,admin.,single,primary,no,no,no,1,nonexistent,no
39,services,single,secondary,unknown,yes,no,1,failure,no
36,blue-collar,married,basic,unknown,no,no,1,nonexistent,no
57,housemaid,married,college,no,no,no,1,nonexistent,no
59,technician,married,basic,unknown,no,no,16,nonexistent,no
49,housemaid,married,secondary,no,no,no,1,nonexistent,no
45,blue-collar,married,basic,unknown,yes,yes,1,nonexistent,no
29,admin.,single,college,no,no,no,2,nonexistent,no
29,technician,single,secondary,unknown,yes,no,1,nonexistent,no
40,admin.,divorced,primary,no,yes,no,1,nonexistent,no
54,admin.,married,secondary,no,yes,no,4,nonexistent,no
41,blue-collar,divorced,basic,no,yes,no,1,nonexistent,no
26,admin.,married,primary,no,no,yes,1,failure,no
52,technician,married,secondary,no,yes,yes,3,nonexistent,no
42,services,married,college,no,unknown,unknown,1,failure,no
28,management,married,college,no,no,no,2,nonexistent,yes
34,services,married,primary,no,yes,no,6,nonexistent,no
55,blue-collar,divorced,basic,unknown,yes,yes,1,failure,no
25,admin.,single,college,no,no,no,3,nonexistent,no
35,admin.,married,primary,unknown,yes,no,1,nonexistent,no
25,student,single,primary,no,yes,no,1,failure,no
32,student,single,primary,unknown,yes,no,1,nonexistent,no
37,blue-collar,married,basic,unknown,no,no,1,nonexistent,no
26,technician,single,secondary,no,yes,no,1,nonexistent,no
35,self-employed,married,basic,unknown,no,no,1,nonexistent,no
32,student,single,college,no,yes,no,12,nonexistent,no
38,blue-collar,married,basic,no,no,no,3,nonexistent,yes
30,student,single,primary,no,no,no,3,failure,yes
41,blue-collar,married,basic,no,yes,yes,1,nonexistent,no
30,admin.,married,college,no,no,no,1,nonexistent,no
44,services,single,primary,no,no,no,1,nonexistent,no
26,blue-collar,single,basic,no,no,no,2,nonexistent,no
45,services,married,basic,no,unknown,unknown,10,nonexistent,no
36,admin.,single,college,no,no,no,1,failure,no
46,admin.,single,college,no,no,yes,1,nonexistent,no
35,self-employed,married,college,no,yes,no,3,nonexistent,no
24,admin.,single,primary,no,yes,no,4,nonexistent,no
50,technician,married,college,no,yes,no,5,nonexistent,no
57,blue-collar,married,basic,unknown,yes,no,3,nonexistent,no
42,blue-collar,married,basic,no,no,no,4,nonexistent,no
41,admin.,single,unknown,no,yes,yes,3,nonexistent,yes
25,blue-collar,married,basic,no,no,no,2,nonexistent,no
33,self-employed,married,college,no,no,no,5,nonexistent,no
42,technician,single,unknown,no,no,no,4,nonexistent,no
26,blue-collar,married,basic,no,no,no,2,failure,no
43,admin.,married,primary,unknown,no,no,2,nonexistent,no
34,blue-collar,married,basic,no,yes,no,1,failure,no
33,self-employed,single,college,no,no,no,1,nonexistent,no
34,blue-collar,married,basic,no,no,no,1,nonexistent,no
35,technician,single,college,no,yes,no,2,nonexistent,no
39,blue-collar,single,basic,no,no,no,1,nonexistent,no
30,technician,single,secondary,no,yes,no,2,nonexistent,no
32,management,married,primary,no,no,no,1,nonexistent,no
52,unemployed,married,college,no,no,no,1,failure,no
44,blue-collar,single,secondary,no,no,no,2,nonexistent,no
29,admin.,single,basic,unknown,yes,no,1,nonexistent,no
31,admin.,single,college,no,yes,yes,3,nonexistent,no
42,technician,married,college,unknown,no,no,1,nonexistent,no
37,admin.,married,primary,no,no,no,3,nonexistent,no
33,admin.,married,college,no,yes,no,3,nonexistent,no
54,retired,married,basic,no,yes,no,1,nonexistent,no
48,admin.,married,basic,unknown,no,no,3,nonexistent,no
59,retired,married,secondary,no,yes,no,8,nonexistent,no
47,admin.,divorced,primary,no,yes,no,1,failure,no
24,technician,single,college,no,no,no,1,nonexistent,no
44,management,married,college,no,no,no,2,nonexistent,no
33,self-employed,divorced,basic,no,yes,no,1,nonexistent,no
53,management,married,college,unknown,yes,no,1,nonexistent,no
36,technician,single,secondary,no,no,no,4,nonexistent,no
48,blue-collar,married,basic,no,yes,no,2,nonexistent,no
50,self-employed,married,basic,unknown,yes,no,1,nonexistent,no
34,admin.,single,college,unknown,no,no,16,nonexistent,no
41,technician,married,secondary,no,unknown,unknown,1,success,yes
38,blue-collar,married,basic,no,unknown,unknown,4,nonexistent,no
52,retired,divorced,secondary,no,no,no,2,nonexistent,no
31,admin.,married,primary,no,no,no,2,failure,no
32,admin.,married,primary,no,yes,no,1,nonexistent,no
32,entrepreneur,married,primary,no,yes,no,1,nonexistent,no
58,blue-collar,married,basic,unknown,yes,no,2,nonexistent,yes
47,admin.,married,basic,unknown,yes,no,2,failure,no
39,admin.,married,primary,no,no,no,1,nonexistent,no
38,technician,married,secondary,no,yes,yes,2,nonexistent,yes
51,admin.,married,college,no,no,no,3,nonexistent,no
44,admin.,married,basic,unknown,yes,no,1,nonexistent,no
49,blue-collar,married,unknown,no,no,no,1,nonexistent,no
35,blue-collar,married,basic,unknown,no,no,2,nonexistent,no
30,services,single,primary,no,no,no,2,nonexistent,no
37,technician,single,secondary,no,yes,no,1,failure,no
41,technician,single,secondary,no,yes,no,2,failure,no
31,technician,married,secondary,no,no,no,2,nonexistent,no
30,admin.,married,college,no,no,no,7,nonexistent,no
43,technician,married,secondary,no,yes,no,3,failure,no
31,blue-collar,married,secondary,no,no,no,8,nonexistent,no
41,technician,married,primary,no,yes,no,24,nonexistent,no
40,blue-collar,single,secondary,no,yes,no,1,nonexistent,no
30,services,married,primary,no,no,no,2,nonexistent,no
37,admin.,married,primary,no,no,no,2,nonexistent,no
60,blue-collar,divorced,basic,unknown,no,no,3,nonexistent,no
26,blue-collar,single,basic,no,yes,no,2,nonexistent,no
46,admin.,married,primary,no,no,no,2,failure,no
59,admin.,married,college,no,no,no,1,nonexistent,yes
40,technician,divorced,secondary,no,no,no,4,nonexistent,no
35,management,married,college,no,yes,no,1,nonexistent,no
53,entrepreneur,married,basic,no,yes,yes,2,nonexistent,yes
56,unemployed,divorced,primary,no,yes,no,1,nonexistent,no
48,blue-collar,married,primary,no,yes,no,6,nonexistent,no
48,management,married,college,no,yes,no,1,failure,yes
62,admin.,married,primary,no,no,no,2,nonexistent,yes
24,services,single,primary,no,no,no,3,nonexistent,yes
57,technician,divorced,college,no,no,yes,1,nonexistent,no
31,admin.,single,primary,no,no,no,1,nonexistent,no
35,admin.,single,basic,unknown,no,no,3,nonexistent,no
30,admin.,single,college,no,yes,no,1,failure,no
30,blue-collar,married,basic,no,yes,no,2,nonexistent,no
31,entrepreneur,single,college,no,no,no,3,nonexistent,no
57,admin.,divorced,college,no,no,no,1,nonexistent,no
53,services,married,primary,no,no,no,1,nonexistent,no
41,admin.,married,basic,no,no,no,2,failure,yes
34,services,unknown,primary,no,yes,yes,2,failure,no
31,services,single,primary,no,no,no,35,nonexistent,no
40,blue-collar,single,basic,no,yes,no,3,nonexistent,no
52,self-employed,single,basic,unknown,yes,no,1,nonexistent,no
34,admin.,single,college,no,no,yes,3,nonexistent,no
43,services,married,primary,no,no,yes,1,nonexistent,no
34,blue-collar,single,unknown,no,no,no,2,nonexistent,no
25,admin.,single,primary,no,yes,no,3,nonexistent,no
31,technician,single,college,no,no,no,1,failure,no
48,admin.,single,college,no,yes,no,2,nonexistent,no
32,admin.,single,college,no,no,no,1,nonexistent,yes
30,self-employed,married,college,no,yes,no,2,nonexistent,no
52,retired,divorced,basic,unknown,yes,yes,2,nonexistent,no
34,services,divorced,primary,no,no,no,1,nonexistent,no
37,technician,married,secondary,no,no,no,1,nonexistent,no
47,technician,divorced,primary,no,yes,no,5,nonexistent,no
33,admin.,married,college,no,yes,no,1,failure,yes
36,technician,married,secondary,no,no,no,9,nonexistent,no
44,management,divorced,basic,unknown,yes,no,2,nonexistent,no
44,blue-collar,married,primary,unknown,yes,no,3,nonexistent,no
29,management,single,college,no,yes,no,2,failure,no
33,services,single,college,no,yes,no,2,success,yes
57,housemaid,married,basic,no,yes,no,3,nonexistent,no
35,blue-collar,married,basic,no,no,no,3,nonexistent,no
49,management,married,college,no,no,no,1,failure,no
53,admin.,single,unknown,unknown,no,no,1,nonexistent,no
56,blue-collar,divorced,basic,no,yes,yes,3,nonexistent,no
32,admin.,single,college,no,no,no,2,nonexistent,no
35,admin.,single,college,no,yes,no,1,nonexistent,no
54,technician,married,secondary,no,yes,no,3,nonexistent,no
60,admin.,married,college,no,no,no,1,nonexistent,no
34,blue-collar,married,basic,no,no,no,1,failure,no
37,blue-collar,married,basic,no,yes,no,3,nonexistent,no
30,admin.,married,primary,no,unknown,unknown,1,failure,no
31,technician,married,basic,no,yes,no,8,failure,no
48,admin.,married,college,no,no,no,2,nonexistent,no
37,admin.,divorced,college,unknown,yes,no,1,nonexistent,no
37,blue-collar,married,primary,unknown,no,no,14,nonexistent,no
38,technician,single,primary,no,no,no,1,nonexistent,no
32,technician,single,secondary,no,yes,yes,1,nonexistent,no
39,services,single,college,unknown,yes,no,3,nonexistent,no
36,management,married,college,unknown,yes,yes,4,nonexistent,no
40,services,divorced,primary,no,no,no,2,nonexistent,no
47,blue-collar,married,basic,no,yes,yes,1,nonexistent,no
27,admin.,single,primary,no,yes,no,1,nonexistent,no
49,admin.,married,basic,no,yes,no,3,nonexistent,no
43,blue-collar,married,basic,unknown,yes,no,1,nonexistent,no
46,technician,divorced,secondary,no,yes,no,5,nonexistent,no
38,blue-collar,married,basic,no,yes,no,2,nonexistent,no
35,services,married,basic,no,no,yes,1,nonexistent,no
39,management,divorced,college,no,yes,no,6,failure,no
32,admin.,single,secondary,no,no,yes,4,nonexistent,no
31,technician,married,college,no,no,yes,2,nonexistent,no
41,services,married,primary,unknown,yes,yes,1,nonexistent,no
28,self-employed,single,college,no,no,no,2,nonexistent,no
62,management,divorced,primary,no,no,no,1,nonexistent,yes
28,admin.,divorced,college,no,yes,no,1,nonexistent,yes
29,blue-collar,single,basic,no,no,no,2,nonexistent,no
33,technician,married,secondary,no,yes,no,3,nonexistent,no
32,blue-collar,married,basic,no,no,yes,2,nonexistent,no
31,admin.,married,primary,no,no,no,3,nonexistent,no
27,housemaid,married,primary,no,yes,no,2,nonexistent,no
38,services,married,primary,no,no,no,2,nonexistent,no
28,admin.,married,primary,no,yes,no,5,nonexistent,yes
56,management,married,basic,no,yes,yes,2,failure,no
56,housemaid,divorced,basic,no,yes,no,1,failure,no
39,technician,single,secondary,no,no,no,2,nonexistent,yes
33,unemployed,married,basic,no,yes,no,1,nonexistent,no
43,blue-collar,married,basic,unknown,unknown,unknown,1,nonexistent,no
34,blue-collar,single,basic,unknown,no,no,1,nonexistent,no
50,services,married,primary,no,yes,no,1,nonexistent,no
31,admin.,married,college,no,yes,no,6,nonexistent,no
59,blue-collar,married,basic,unknown,no,no,1,failure,yes
29,technician,married,college,no,no,yes,1,nonexistent,no
33,blue-collar,married,primary,no,no,no,1,nonexistent,no
43,management,married,unknown,unknown,no,no,1,nonexistent,no
34,blue-collar,married,college,no,no,yes,4,nonexistent,no
31,admin.,married,college,no,yes,no,2,nonexistent,no
35,technician,married,primary,no,unknown,unknown,1,nonexistent,no
44,management,married,basic,no,yes,no,1,nonexistent,no
33,entrepreneur,married,college,no,yes,no,2,nonexistent,no
52,admin.,divorced,primary,no,yes,no,2,nonexistent,no
28,services,divorced,primary,unknown,no,yes,2,nonexistent,yes
36,admin.,married,primary,unknown,no,no,1,nonexistent,no
45,unknown,single,primary,no,yes,no,3,nonexistent,no
29,blue-collar,married,basic,no,no,no,7,nonexistent,no
49,admin.,married,primary,unknown,no,no,1,nonexistent,no
34,unemployed,single,college,no,no,no,4,nonexistent,no
43,technician,married,basic,unknown,yes,yes,2,nonexistent,no
45,blue-collar,married,basic,no,no,no,5,nonexistent,no
36,management,married,college,no,no,no,2,nonexistent,no
44,blue-collar,married,basic,no,no,no,1,nonexistent,no
48,admin.,divorced,college,no,no,no,3,nonexistent,yes
30,technician,single,secondary,no,yes,no,1,nonexistent,no
62,technician,married,unknown,no,yes,no,1,success,no
37,blue-collar,married,secondary,no,yes,no,3,nonexistent,no
46,services,married,primary,no,no,no,1,nonexistent,no
37,management,married,college,no,no,no,1,nonexistent,no
46,entrepreneur,married,primary,no,yes,no,5,nonexistent,no
51,entrepreneur,divorced,college,unknown,no,yes,2,nonexistent,no
51,blue-collar,married,basic,unknown,unknown,unknown,2,nonexistent,no
35,admin.,single,primary,no,yes,no,5,nonexistent,no
35,services,single,secondary,unknown,yes,no,2,nonexistent,no
32,admin.,married,primary,unknown,yes,no,9,nonexistent,no
44,management,divorced,college,no,yes,no,8,nonexistent,no
37,unemployed,single,secondary,no,no,no,2,nonexistent,no
35,admin.,married,primary,unknown,no,no,1,nonexistent,no
33,technician,single,secondary,no,no,no,2,nonexistent,no
57,admin.,married,secondary,no,unknown,unknown,6,nonexistent,no
30,entrepreneur,married,secondary,no,yes,yes,2,nonexistent,no
45,blue-collar,divorced,basic,no,yes,no,1,nonexistent,no
53,management,married,college,no,yes,no,2,nonexistent,no
29,management,single,college,no,no,yes,1,nonexistent,no
34,services,married,primary,unknown,no,no,2,nonexistent,no
35,blue-collar,single,basic,unknown,yes,no,2,failure,no
25,blue-collar,single,basic,no,no,no,2,failure,no
30,self-employed,single,college,no,yes,yes,3,nonexistent,no
30,blue-collar,single,basic,no,yes,no,3,nonexistent,no
58,retired,married,basic,no,no,no,1,nonexistent,no
34,blue-collar,married,basic,unknown,no,no,1,failure,no
33,admin.,single,college,no,no,no,1,nonexistent,no
45,management,married,basic,no,yes,no,4,nonexistent,no
28,services,married,primary,no,no,yes,3,nonexistent,no
31,admin.,married,college,no,yes,no,1,nonexistent,no
24,services,single,basic,no,yes,yes,4,failure,no
58,management,married,college,no,no,no,1,success,yes
39,admin.,married,college,no,no,no,2,nonexistent,no
39,entrepreneur,married,primary,no,no,no,3,nonexistent,no
32,admin.,married,college,no,yes,no,3,nonexistent,no
36,blue-collar,married,basic,no,yes,yes,1,nonexistent,no
34,admin.,single,primary,no,no,no,3,nonexistent,no
35,unemployed,married,college,no,no,no,2,nonexistent,no
48,technician,married,secondary,no,no,yes,2,nonexistent,no
76,retired,married,college,no,yes,no,1,failure,no
55,admin.,married,basic,unknown,no,yes,2,nonexistent,no
26,admin.,single,primary,no,yes,no,2,nonexistent,no
55,blue-collar,married,basic,unknown,yes,yes,2,nonexistent,no
36,blue-collar,married,basic,no,no,no,3,nonexistent,no
56,services,divorced,primary,unknown,yes,no,1,nonexistent,no
32,technician,divorced,secondary,no,no,yes,1,nonexistent,no
58,management,married,college,no,yes,yes,1,nonexistent,no
48,entrepreneur,married,basic,no,yes,no,2,nonexistent,no
31,services,single,primary,no,no,yes,2,failure,no
35,self-employed,single,primary,no,yes,no,1,nonexistent,no
41,blue-collar,married,basic,no,no,no,1,failure,no
36,admin.,divorced,primary,no,yes,no,3,nonexistent,no
27,blue-collar,single,basic,no,no,no,2,failure,no
32,technician,married,secondary,no,yes,no,1,nonexistent,no
30,services,married,primary,no,yes,yes,2,nonexistent,no
39,blue-collar,married,basic,unknown,no,no,2,nonexistent,no
39,entrepreneur,divorced,college,no,yes,no,2,nonexistent,no
46,services,divorced,basic,no,no,no,7,nonexistent,no
26,services,single,primary,no,no,no,1,nonexistent,no
53,technician,married,secondary,unknown,yes,yes,2,nonexistent,no
31,unemployed,single,secondary,no,no,no,12,nonexistent,no
32,admin.,single,college,no,yes,no,1,nonexistent,no
37,blue-collar,single,secondary,no,no,no,11,nonexistent,no
32,entrepreneur,married,basic,no,no,no,4,nonexistent,no
43,blue-collar,single,basic,no,yes,yes,4,nonexistent,yes
33,admin.,married,college,no,yes,no,3,nonexistent,no
29,technician,single,secondary,no,yes,yes,2,nonexistent,no
32,entrepreneur,divorced,college,no,yes,yes,4,nonexistent,no
29,technician,married,secondary,no,no,no,2,nonexistent,no
48,services,divorced,primary,unknown,yes,yes,2,nonexistent,no
31,admin.,married,college,no,no,yes,11,nonexistent,no
78,retired,married,basic,no,yes,no,1,nonexistent,no
43,blue-collar,single,primary,no,no,yes,1,nonexistent,no
58,entrepreneur,married,college,unknown,no,no,1,nonexistent,no
42,admin.,married,college,no,yes,no,1,nonexistent,no
45,services,married,secondary,no,yes,no,23,nonexistent,no
43,blue-collar,married,basic,unknown,yes,no,3,failure,no
40,technician,married,secondary,no,no,no,2,nonexistent,no
41,management,married,college,unknown,yes,no,1,nonexistent,no
41,self-employed,married,college,no,yes,no,1,nonexistent,no
45,services,married,secondary,no,yes,no,1,nonexistent,no
29,services,divorced,primary,no,no,yes,11,nonexistent,no
33,technician,single,college,no,yes,no,2,nonexistent,no
27,unemployed,single,college,no,no,no,1,nonexistent,no
36,blue-collar,married,basic,unknown,yes,no,3,nonexistent,no
41,services,single,unknown,no,yes,no,3,nonexistent,no
42,management,married,college,no,no,no,1,nonexistent,no
31,admin.,single,college,no,yes,no,2,nonexistent,no
32,technician,married,secondary,no,no,no,4,nonexistent,no
41,admin.,married,college,no,yes,yes,2,nonexistent,no
50,unemployed,married,secondary,no,no,no,3,nonexistent,no
30,blue-collar,married,secondary,no,no,no,4,failure,yes
39,housemaid,married,basic,no,yes,yes,2,nonexistent,no
48,blue-collar,married,basic,no,yes,no,5,nonexistent,no
47,admin.,divorced,primary,no,no,no,6,nonexistent,no
69,retired,married,basic,no,no,no,3,success,no
41,blue-collar,married,basic,no,yes,yes,4,nonexistent,no
59,blue-collar,married,basic,unknown,no,no,4,nonexistent,no
36,admin.,married,primary,no,yes,yes,1,nonexistent,no
