age,jobtype,maritalstatus,educationlevel,indefault,hasmortgage,haspersonalloan,numcampaigncalls,priorcampaignoutcome,conversion
44,blue-collar,married,basic,unknown,no,no,1,nonexistent,no
32,admin.,married,primary,no,yes,no,2,nonexistent,no
69,retired,divorced,college,no,yes,no,2,nonexistent,yes
40,services,married,primary,unknown,yes,no,4,nonexistent,no
42,services,married,basic,no,yes,no,1,failure,no
53,entrepreneur,divorced,college,no,yes,no,5,nonexistent,no
51,housemaid,married,basic,unknown,yes,no,2,nonexistent,no
58,admin.,married,college,no,no,no,4,success,yes
54,housemaid,divorced,basic,no,no,no,1,nonexistent,no
36,blue-collar,married,basic,no,yes,no,1,nonexistent,no
55,admin.,married,college,no,no,no,14,nonexistent,no
41,blue-collar,divorced,basic,no,no,no,1,nonexistent,no
40,self-employed,married,college,no,no,no,2,nonexistent,no
58,housemaid,married,basic,no,no,no,3,nonexistent,no
34,technician,married,secondary,no,no,no,2,nonexistent,no
37,services,divorced,primary,unknown,yes,yes,1,failure,no
35,admin.,married,primary,no,no,no,2,nonexistent,no
25,technician,single,secondary,no,yes,no,2,success,yes
31,self-employed,divorced,college,no,unknown,unknown,1,nonexistent,no
26,unemployed,single,college,no,yes,no,1,success,yes
56,admin.,married,primary,no,no,no,1,nonexistent,no
57,blue-collar,married,basic,unknown,yes,no,1,nonexistent,no
38,blue-collar,married,primary,no,no,no,2,nonexistent,no
32,blue-collar,married,basic,no,no,no,2,nonexistent,no
40,technician,married,primary,no,yes,no,1,nonexistent,no
43,admin.,single,primary,no,no,no,1,failure,yes
47,admin.,married,college,unknown,no,no,1,nonexistent,no
41,technician,married,basic,no,no,no,2,nonexistent,no
42,management,married,college,no,yes,yes,1,nonexistent,no
54,housemaid,divorced,college,no,yes,yes,1,nonexistent,yes
30,technician,single,college,no,no,yes,1,nonexistent,no
43,technician,married,secondary,no,no,no,2,nonexistent,no
55,admin.,married,college,no,yes,no,7,nonexistent,no
47,management,married,basic,no,no,no,1,nonexistent,no
43,housemaid,married,basic,no,yes,no,1,nonexistent,no
33,self-employed,single,college,no,unknown,unknown,3,nonexistent,no
33,technician,single,secondary,no,yes,no,2,failure,yes
42,technician,married,secondary,no,yes,no,1,nonexistent,no
41,technician,single,college,no,yes,yes,1,nonexistent,no
54,admin.,married,primary,unknown,yes,no,12,nonexistent,no
38,technician,single,college,no,yes,no,12,nonexistent,no
25,student,single,unknown,no,no,no,3,nonexistent,yes
30,technician,married,college,no,yes,no,2,nonexistent,yes
34,admin.,married,college,unknown,no,no,1,nonexistent,no
43,management,married,college,no,no,no,2,nonexistent,no
45,blue-collar,married,basic,unknown,yes,no,2,nonexistent,no
41,blue-collar,married,basic,no,yes,yes,1,nonexistent,no
49,admin.,married,primary,unknown,yes,no,1,nonexistent,no
50,management,married,primary,unknown,no,yes,3,nonexistent,no
55,blue-collar,married,basic,unknown,no,no,4,nonexistent,no
46,blue-collar,married,basic,unknown,yes,no,2,nonexistent,no
24,student,single,primary,no,yes,no,1,nonexistent,no
32,blue-collar,single,basic,no,yes,no,12,nonexistent,no
29,entrepreneur,married,primary,no,yes,no,2,nonexistent,no
29,services,single,primary,no,no,no,1,nonexistent,no
47,blue-collar,married,basic,no,yes,no,4,nonexistent,no
47,management,married,college,no,yes,no,8,nonexistent,no
56,entrepreneur,married,college,no,yes,no,1,nonexistent,no
36,management,married,college,no,no,no,1,nonexistent,no
45,technician,married,primary,no,yes,no,5,nonexistent,no
37,blue-collar,married,basic,no,no,no,2,nonexistent,no
45,management,married,unknown,no,yes,no,3,success,yes
36,blue-collar,single,basic,unknown,no,no,2,nonexistent,no
37,technician,single,primary,no,yes,no,1,nonexistent,no
53,admin.,married,primary,no,yes,no,1,nonexistent,no
31,services,married,primary,no,no,no,6,nonexistent,no
43,admin.,married,college,unknown,yes,no,1,nonexistent,yes
33,unemployed,married,primary,no,yes,no,1,failure,no
39,management,married,unknown,no,no,no,1,nonexistent,no
34,technician,divorced,secondary,no,yes,no,2,nonexistent,yes
37,technician,single,college,no,yes,no,1,failure,no
48,management,married,college,no,no,no,2,nonexistent,no
46,admin.,single,primary,no,no,no,3,nonexistent,no
57,admin.,divorced,primary,no,no,no,1,nonexistent,no
35,technician,divorced,secondary,no,yes,no,2,nonexistent,no
44,admin.,single,college,no,yes,no,7,nonexistent,no
33,admin.,single,college,no,no,no,4,nonexistent,no
54,blue-collar,married,basic,no,yes,yes,1,nonexistent,no
32,technician,married,primary,no,yes,no,3,nonexistent,no
30,admin.,married,college,no,yes,yes,4,nonexistent,yes
40,entrepreneur,married,basic,no,yes,yes,3,nonexistent,no
39,blue-collar,married,basic,no,yes,no,2,nonexistent,no
51,housemaid,married,basic,unknown,no,no,1,nonexistent,no
49,unemployed,married,primary,unknown,no,no,2,nonexistent,no
47,admin.,married,college,no,yes,no,3,nonexistent,no
32,admin.,divorced,college,no,no,no,2,nonexistent,no
27,admin.,single,primary,no,yes,yes,4,nonexistent,no
48,blue-collar,married,basic,no,no,yes,1,nonexistent,no
50,management,married,college,no,yes,yes,1,nonexistent,no
30,blue-collar,single,college,no,no,no,4,nonexistent,no
55,retired,married,basic,unknown,yes,yes,2,nonexistent,no
49,technician,married,secondary,unknown,yes,no,12,nonexistent,no
41,blue-collar,divorced,basic,no,yes,no,2,nonexistent,no
44,blue-collar,married,basic,no,no,yes,2,nonexistent,no
35,technician,married,secondary,no,no,no,3,nonexistent,no
44,admin.,married,college,no,no,no,1,nonexistent,no
27,technician,single,basic,no,yes,no,1,nonexistent,no
35,self-employed,married,college,no,yes,no,1,nonexistent,yes
39,entrepreneur,single,college,no,yes,no,9,nonexistent,no
26,admin.,single,primary,no,no,no,3,nonexistent,no
40,self-employed,married,primary,no,no,no,1,nonexistent,no
30,self-employed,married,secondary,no,yes,no,5,nonexistent,no
32,technician,married,secondary,no,yes,yes,4,nonexistent,no
45,housemaid,divorced,college,no,no,no,6,nonexistent,no
33,technician,single,primary,no,yes,no,1,nonexistent,no
38,blue-collar,single,primary,no,no,no,3,success,yes
60,management,married,college,no,yes,no,2,nonexistent,no
28,admin.,single,college,no,yes,no,3,nonexistent,no
33,student,single,unknown,no,yes,yes,1,nonexistent,no
30,student,single,unknown,no,yes,no,1,nonexistent,no
24,blue-collar,single,basic,no,no,no,1,nonexistent,no
44,technician,divorced,unknown,no,no,no,3,nonexistent,no
58,retired,married,basic,no,yes,no,2,nonexistent,no
44,admin.,married,primary,no,yes,no,1,nonexistent,no
47,admin.,single,college,no,no,no,1,nonexistent,no
44,blue-collar,married,primary,unknown,yes,no,1,failure,no
34,blue-collar,married,secondary,no,yes,no,2,nonexistent,no
38,technician,single,college,no,yes,yes,3,nonexistent,no
57,blue-collar,married,basic,no,no,no,9,nonexistent,no
41,technician,single,primary,no,yes,no,3,nonexistent,no
53,housemaid,married,basic,unknown,no,no,3,nonexistent,no
51,admin.,divorced,primary,no,yes,no,1,failure,no
45,services,married,secondary,no,yes,yes,1,nonexistent,no
45,blue-collar,married,basic,no,yes,no,1,nonexistent,no
25,student,single,primary,no,no,no,2,nonexistent,yes
31,blue-collar,single,basic,no,no,yes,2,nonexistent,no
57,management,divorced,college,no,no,no,1,nonexistent,no
40,technician,married,college,no,no,no,2,nonexistent,no
41,unemployed,married,basic,unknown,yes,no,1,failure,no
53,blue-collar,single,basic,no,unknown,unknown,1,success,yes
41,admin.,divorced,primary,no,no,no,4,nonexistent,no
32,admin.,single,college,no,yes,no,2,success,no
48,admin.,married,primary,no,no,no,1,nonexistent,no
43,admin.,married,primary,no,no,no,10,nonexistent,yes
23,services,single,primary,no,unknown,unknown,3,nonexistent,no
32,admin.,married,college,no,yes,no,1,failure,yes
40,services,married,basic,unknown,no,no,1,nonexistent,no
53,housemaid,married,basic,unknown,unknown,unknown,2,nonexistent,no
34,technician,divorced,secondary,no,no,no,1,nonexistent,no
29,services,single,basic,unknown,yes,no,2,nonexistent,no
46,management,married,college,no,no,no,1,nonexistent,no
32,admin.,single,college,no,unknown,unknown,1,nonexistent,no
33,admin.,single,college,no,yes,no,4,nonexistent,no
36,blue-collar,married,basic,unknown,yes,no,2,nonexistent,no
41,technician,married,college,no,yes,no,3,nonexistent,no
52,management,married,college,no,no,no,1,nonexistent,yes
42,admin.,married,primary,no,no,yes,6,nonexistent,no
38,services,married,basic,no,no,yes,1,nonexistent,no
32,technician,married,college,no,yes,no,1,nonexistent,no
31,technician,married,secondary,no,no,no,3,failure,no
30,technician,married,college,no,no,no,4,nonexistent,no
54,retired,divorced,basic,no,no,no,3,nonexistent,no
31,services,married,secondary,no,no,no,3,nonexistent,no
40,technician,single,college,no,no,no,3,nonexistent,no
43,technician,married,secondary,unknown,no,no,5,nonexistent,no
37,admin.,single,primary,no,yes,no,1,nonexistent,no
40,unemployed,married,secondary,no,no,yes,1,nonexistent,yes
52,self-employed,married,college,unknown,no,no,1,nonexistent,no
31,unemployed,married,primary,yes,no,no,2,failure,no
31,blue-collar,married,basic,no,no,no,2,nonexistent,no
35,services,married,primary,no,yes,no,4,nonexistent,no
38,technician,married,secondary,no,yes,no,2,success,yes
51,admin.,married,basic,unknown,no,no,1,nonexistent,no
33,admin.,single,college,unknown,yes,no,3,nonexistent,no
44,services,married,secondary,unknown,yes,no,2,failure,no
50,technician,married,secondary,unknown,yes,yes,7,nonexistent,yes
32,services,married,secondary,no,yes,no,1,nonexistent,no
33,blue-collar,married,basic,no,yes,no,2,nonexistent,no
47,admin.,single,unknown,unknown,yes,no,1,nonexistent,no
46,services,married,secondary,no,no,no,3,nonexistent,no
54,technician,married,basic,no,no,no,2,nonexistent,no
55,unknown,married,basic,no,yes,no,1,nonexistent,yes
33,blue-collar,single,basic,no,no,no,1,nonexistent,no
37,blue-collar,married,basic,unknown,yes,no,3,nonexistent,no
41,technician,divorced,college,no,yes,yes,2,nonexistent,no
27,blue-collar,married,basic,no,yes,no,5,nonexistent,no
39,housemaid,married,basic,no,yes,yes,2,nonexistent,no
46,technician,married,secondary,no,yes,no,1,failure,no
25,admin.,single,basic,no,no,no,29,nonexistent,no
37,blue-collar,married,secondary,no,yes,no,3,nonexistent,no
60,retired,married,basic,no,no,no,1,nonexistent,no
38,technician,married,secondary,no,no,no,1,nonexistent,no
26,admin.,single,college,no,no,no,1,success,yes
35,blue-collar,married,basic,no,no,yes,2,nonexistent,no
46,unemployed,divorced,basic,no,yes,no,2,nonexistent,no
40,technician,married,secondary,no,no,no,6,nonexistent,no
58,admin.,married,college,no,no,no,2,nonexistent,no
32,technician,married,college,no,no,no,1,nonexistent,no
46,technician,divorced,college,no,no,no,3,nonexistent,no
49,management,divorced,college,no,no,no,7,nonexistent,no
52,management,married,primary,no,no,no,1,nonexistent,yes
37,admin.,single,college,no,no,no,11,nonexistent,no
39,blue-collar,divorced,basic,unknown,yes,yes,1,nonexistent,no
45,blue-collar,divorced,basic,unknown,yes,no,1,nonexistent,no
34,entrepreneur,single,college,no,yes,no,1,nonexistent,no
39,services,married,basic,no,yes,no,3,nonexistent,no
31,admin.,single,college,no,yes,yes,2,nonexistent,no
49,blue-collar,married,basic,no,no,no,1,failure,no
26,admin.,married,primary,no,no,no,6,nonexistent,no
38,management,divorced,college,no,yes,no,9,nonexistent,no
42,blue-collar,married,basic,unknown,yes,no,1,nonexistent,no
46,services,married,primary,no,yes,no,3,nonexistent,no
32,admin.,single,college,no,yes,no,2,nonexistent,no
37,admin.,single,college,no,yes,no,7,nonexistent,no
38,self-employed,married,college,unknown,no,no,10,nonexistent,no
56,retired,married,secondary,no,yes,no,5,nonexistent,no
29,technician,single,college,no,no,yes,1,nonexistent,no
22,blue-collar,single,basic,unknown,unknown,unknown,1,nonexistent,no
34,admin.,divorced,college,no,yes,no,4,nonexistent,no
46,admin.,single,primary,no,no,no,2,failure,no
33,admin.,single,primary,no,yes,no,1,nonexistent,no
51,admin.,married,college,no,no,no,2,success,no
45,housemaid,single,basic,no,yes,no,1,nonexistent,no
42,management,married,primary,unknown,no,no,5,nonexistent,no
24,student,single,secondary,no,no,no,2,failure,no
48,technician,married,secondary,no,no,yes,5,nonexistent,no
42,blue-collar,married,basic,no,yes,yes,4,nonexistent,no
28,technician,single,primary,no,yes,no,6,nonexistent,no
30,technician,single,college,no,no,no,2,nonexistent,yes
55,technician,married,secondary,no,yes,no,1,nonexistent,no
28,technician,single,college,no,yes,no,3,nonexistent,yes
48,admin.,divorced,college,no,no,no,4,nonexistent,no
38,services,single,primary,no,no,no,2,nonexistent,yes
33,admin.,single,college,no,yes,yes,1,nonexistent,no
56,blue-collar,married,basic,unknown,yes,no,2,nonexistent,no
54,technician,married,secondary,no,no,no,1,nonexistent,no
43,blue-collar,married,basic,no,no,no,2,nonexistent,no
49,admin.,divorced,primary,no,no,no,1,nonexistent,no
32,admin.,married,basic,no,no,no,2,nonexistent,no
31,services,single,basic,no,unknown,unknown,1,failure,no
44,services,married,basic,no,yes,no,4,nonexistent,no
56,management,married,basic,unknown,yes,no,1,nonexistent,no
25,admin.,single,college,no,no,no,1,nonexistent,no
54,technician,married,college,no,yes,no,2,nonexistent,no
54,housemaid,married,secondary,no,yes,no,4,nonexistent,no
32,technician,married,secondary,no,no,no,2,failure,no
54,management,married,college,no,yes,no,3,nonexistent,no
48,self-employed,married,college,no,yes,no,2,failure,no
28,technician,married,college,no,yes,no,1,nonexistent,no
41,blue-collar,married,basic,no,no,no,1,nonexistent,no
27,student,single,primary,unknown,no,no,1,nonexistent,no
57,admin.,married,college,no,no,yes,3,nonexistent,no
64,retired,married,unknown,no,no,no,4,nonexistent,yes
26,blue-collar,single,primary,unknown,no,no,2,nonexistent,no
39,admin.,married,primary,no,no,no,2,nonexistent,no
46,blue-collar,married,basic,unknown,no,yes,1,nonexistent,no
59,admin.,married,primary,no,yes,no,2,success,yes
33,unemployed,married,primary,unknown,yes,no,9,nonexistent,no
59,blue-collar,married,basic,no,yes,no,1,nonexistent,no
46,entrepreneur,single,college,no,no,no,3,failure,no
47,blue-collar,married,basic,unknown,yes,no,4,failure,no
60,retired,divorced,primary,no,no,no,2,failure,no
43,services,divorced,primary,no,no,no,3,nonexistent,no
34,services,married,basic,unknown,yes,no,1,nonexistent,no
31,admin.,single,primary,no,no,no,4,nonexistent,no
58,retired,married,basic,no,yes,no,4,nonexistent,no
46,technician,married,basic,unknown,no,no,3,nonexistent,no
28,self-employed,single,college,no,yes,no,2,nonexistent,no
38,blue-collar,married,basic,no,no,yes,1,failure,no
36,admin.,married,college,no,no,no,1,success,yes
32,technician,married,secondary,no,no,no,2,nonexistent,no
34,blue-collar,single,basic,no,no,no,1,failure,no
39,management,single,basic,no,yes,no,1,nonexistent,no
37,technician,married,primary,unknown,yes,no,2,nonexistent,no
33,admin.,single,college,no,no,no,2,failure,yes
28,admin.,single,college,no,no,no,2,nonexistent,no
26,blue-collar,single,primary,no,no,yes,8,nonexistent,no
35,admin.,single,college,no,no,no,1,nonexistent,no
45,admin.,single,college,no,no,no,1,success,yes
42,blue-collar,married,basic,no,no,no,1,nonexistent,no
49,housemaid,married,basic,unknown,no,yes,1,nonexistent,yes
25,blue-collar,married,primary,no,no,no,1,nonexistent,no
34,admin.,married,college,no,no,no,2,nonexistent,no
56,management,divorced,college,no,no,no,4,nonexistent,no
28,blue-collar,married,basic,unknown,yes,no,5,nonexistent,no
55,admin.,married,college,unknown,no,no,6,nonexistent,no
33,blue-collar,divorced,basic,unknown,yes,no,1,nonexistent,no
48,blue-collar,married,basic,no,no,no,1,nonexistent,no
36,management,married,college,no,yes,yes,2,nonexistent,no
33,admin.,married,basic,no,no,no,1,nonexistent,no
28,blue-collar,single,basic,no,no,no,1,nonexistent,no
30,blue-collar,single,basic,unknown,no,no,1,nonexistent,no
38,technician,married,college,no,yes,yes,1,nonexistent,no
32,admin.,single,college,no,no,no,2,nonexistent,no
48,blue-collar,married,basic,no,yes,no,2,nonexistent,no
57,services,married,primary,no,yes,no,2,failure,no
46,services,married,college,no,no,no,3,nonexistent,no
33,admin.,single,college,no,yes,no,1,nonexistent,no
36,admin.,married,primary,no,no,no,2,nonexistent,no
50,entrepreneur,married,basic,no,no,no,1,nonexistent,no
54,technician,married,college,no,yes,no,1,nonexistent,no
31,management,married,college,no,no,yes,2,nonexistent,no
50,self-employed,married,basic,no,yes,yes,6,success,yes
29,services,single,primary,no,yes,no,2,nonexistent,no
68,retired,married,basic,no,no,no,1,failure,no
34,admin.,married,college,no,no,no,2,nonexistent,no
52,technician,married,primary,unknown,no,no,1,nonexistent,no
30,admin.,married,college,unknown,yes,no,1,nonexistent,no
31,admin.,married,primary,no,no,no,1,nonexistent,no
47,self-employed,married,college,no,yes,no,7,nonexistent,no
34,blue-collar,married,basic,no,no,no,3,nonexistent,no
34,blue-collar,married,basic,no,no,no,4,nonexistent,no
38,technician,married,secondary,no,yes,no,3,nonexistent,no
45,technician,married,college,no,yes,no,1,nonexistent,no
50,management,married,college,no,yes,no,2,nonexistent,no
29,admin.,single,college,no,yes,no,6,nonexistent,no
45,technician,married,college,unknown,yes,no,1,nonexistent,no
32,management,divorced,college,no,yes,yes,2,nonexistent,no
37,services,married,primary,no,yes,no,1,nonexistent,no
33,technician,single,primary,no,no,no,2,nonexistent,no
49,blue-collar,married,secondary,unknown,no,no,6,nonexistent,no
35,technician,married,secondary,no,yes,no,6,failure,no
55,housemaid,married,basic,no,yes,no,1,nonexistent,no
42,retired,divorced,unknown,no,no,no,4,nonexistent,no
29,entrepreneur,single,college,no,no,no,2,nonexistent,no
42,admin.,married,college,no,no,no,6,nonexistent,no
48,admin.,single,secondary,no,yes,no,1,nonexistent,no
29,unemployed,married,basic,no,no,no,1,nonexistent,yes
26,student,single,secondary,no,yes,no,2,failure,yes
54,unemployed,married,primary,no,yes,no,1,nonexistent,yes
54,management,married,basic,no,yes,no,3,failure,no
58,retired,married,basic,no,no,no,1,nonexistent,no
28,blue-collar,married,basic,no,no,yes,2,nonexistent,no
32,technician,single,secondary,no,yes,no,2,failure,no
31,admin.,single,secondary,no,no,no,1,nonexistent,no
41,blue-collar,married,unknown,unknown,yes,no,2,failure,no
52,services,married,basic,unknown,no,no,3,nonexistent,no
39,management,married,college,no,yes,no,3,nonexistent,yes
29,management,single,college,no,no,yes,1,nonexistent,no
41,admin.,married,college,unknown,yes,no,5,nonexistent,no
32,student,married,primary,no,yes,no,5,nonexistent,no
30,blue-collar,single,basic,no,yes,yes,4,nonexistent,no
47,blue-collar,married,basic,no,no,no,2,nonexistent,no
43,unemployed,married,college,unknown,no,no,1,nonexistent,no
42,admin.,single,primary,no,no,yes,1,nonexistent,no
56,services,married,primary,no,no,yes,4,nonexistent,no
30,services,single,primary,no,yes,yes,1,nonexistent,no
34,admin.,married,college,no,yes,no,1,nonexistent,no
38,technician,single,primary,no,yes,yes,1,nonexistent,no
39,blue-collar,married,basic,no,yes,yes,1,failure,no
27,technician,single,primary,no,no,no,2,nonexistent,no
27,admin.,single,primary,no,no,no,2,failure,no
53,retired,married,primary,no,yes,no,2,nonexistent,no
45,blue-collar,married,basic,unknown,yes,no,7,nonexistent,no
36,self-employed,single,college,no,yes,no,2,success,no
38,management,married,college,no,no,no,1,nonexistent,no
50,blue-collar,divorced,primary,unknown,no,yes,2,nonexistent,no
38,technician,divorced,secondary,no,no,no,2,nonexistent,no
26,admin.,single,primary,no,yes,yes,1,nonexistent,no
35,admin.,married,college,no,yes,no,1,nonexistent,no
56,admin.,married,unknown,no,yes,no,2,nonexistent,no
37,technician,divorced,secondary,no,unknown,unknown,1,nonexistent,no
57,technician,married,secondary,no,yes,no,2,nonexistent,yes
46,housemaid,married,basic,no,no,no,1,nonexistent,no
74,retired,married,college,no,yes,yes,3,nonexistent,yes
37,entrepreneur,married,college,unknown,yes,no,1,nonexistent,no
56,admin.,married,basic,no,no,yes,2,failure,no
30,blue-collar,married,basic,no,no,no,3,nonexistent,no
40,blue-collar,single,basic,no,unknown,unknown,4,nonexistent,no
32,blue-collar,married,basic,no,no,no,2,nonexistent,no
35,admin.,married,college,no,yes,no,1,failure,no
42,technician,divorced,primary,no,yes,no,2,failure,no
49,management,divorced,basic,no,no,no,6,nonexistent,no
27,student,single,primary,no,no,yes,2,failure,no
27,services,married,college,no,no,no,1,nonexistent,no
41,blue-collar,married,basic,no,yes,yes,2,nonexistent,no
47,blue-collar,married,basic,no,unknown,unknown,1,nonexistent,no
36,services,married,primary,no,no,yes,2,nonexistent,no
40,admin.,single,college,no,yes,yes,2,nonexistent,no
31,unemployed,divorced,college,no,yes,yes,7,nonexistent,no
60,admin.,married,college,no,yes,no,2,nonexistent,yes
31,technician,single,primary,no,yes,no,4,nonexistent,no
54,blue-collar,married,basic,unknown,yes,yes,1,nonexistent,no
40,housemaid,single,college,no,no,no,3,nonexistent,no
47,management,married,college,no,yes,no,1,success,yes
43,blue-collar,married,basic,unknown,yes,yes,2,nonexistent,no
36,admin.,single,college,no,no,yes,2,nonexistent,no
41,blue-collar,divorced,basic,no,no,no,1,nonexistent,no
58,admin.,divorced,primary,no,no,no,1,nonexistent,no
35,entrepreneur,single,college,no,yes,no,5,nonexistent,no
31,blue-collar,single,basic,unknown,no,yes,2,nonexistent,no
43,services,married,primary,no,no,no,1,nonexistent,no
42,technician,divorced,secondary,no,yes,no,1,nonexistent,no
36,admin.,married,college,unknown,yes,no,11,nonexistent,no
32,admin.,married,college,no,yes,no,5,nonexistent,no
31,technician,single,secondary,no,yes,no,1,nonexistent,no
30,admin.,married,basic,no,yes,yes,1,nonexistent,no
58,admin.,married,primary,no,no,no,1,nonexistent,no